Q,R,Elevation,Temperature,Moisture,Biome
-39,4,0.459,0.890,0.512,Ocean
-39,5,0.433,0.878,0.555,Ocean
-39,6,0.494,0.874,0.582,Ocean
-39,7,0.587,0.877,0.588,Ocean
-39,8,0.475,0.882,0.576,Ocean
-39,9,0.334,0.882,0.549,Ocean
-39,10,0.304,0.875,0.513,Ocean
-39,11,0.335,0.855,0.475,Ocean
-39,12,0.447,0.820,0.443,Ocean
-39,13,0.528,0.772,0.422,Ocean
-39,14,0.637,0.714,0.416,Ocean
-39,15,0.633,0.655,0.424,Ocean
-39,16,0.002,0.601,0.443,Ocean
-39,17,1.003,0.558,0.462,Ocean
-39,18,0.801,0.531,0.481,Ocean
-39,19,0.692,0.517,0.499,Ocean
-39,20,0.722,0.514,0.517,Ocean
-39,21,0.881,0.516,0.538,Ocean
-39,22,1.140,0.521,0.563,Ocean
-39,23,1.073,0.526,0.594,Ocean
-39,24,1.175,0.528,0.630,Ocean
-39,25,0.202,0.523,0.668,Ocean
-39,26,1.586,0.466,0.703,Coast
-39,27,1.183,0.489,0.731,Ocean
-39,28,0.686,0.466,0.746,Ocean
-39,29,0.092,0.442,0.745,Ocean
-39,30,0.816,0.422,0.729,Ocean
-39,31,0.696,0.407,0.697,Ocean
-39,32,0.676,0.400,0.655,Ocean
-39,33,0.756,0.401,0.605,Ocean
-39,34,1.101,0.407,0.548,Ocean
-39,35,0.757,0.415,0.488,Ocean
-39,36,0.001,0.419,0.429,Ocean
-39,37,0.277,0.415,0.378,Ocean
-39,38,0.220,0.402,0.338,Ocean
-39,39,0.124,0.381,0.312,Ocean
-39,40,0.100,0.355,0.303,Ocean
-39,41,0.043,0.324,0.307,Ocean
-39,42,0.003,0.289,0.322,Ocean
-39,43,0.000,0.250,0.342,Ocean
-39,44,1.650,0.209,0.361,IceCap
-39,45,1.650,0.164,0.374,IceCap
-39,46,1.650,0.119,0.379,IceCap
-39,47,1.650,0.075,0.374,IceCap
-39,48,1.650,0.033,0.360,IceCap
-39,49,1.650,0.000,0.337,IceCap
-39,50,1.650,0.000,0.311,IceCap
-38,-12,0.000,0.780,0.556,Ocean
-38,-11,0.000,0.797,0.521,Ocean
-38,-10,0.000,0.810,0.470,Ocean
-38,-9,0.000,0.822,0.407,Ocean
-38,-8,0.000,0.834,0.338,Ocean
-38,-7,0.000,0.851,0.270,Ocean
-38,-6,0.002,0.873,0.210,Ocean
-38,-5,0.001,0.902,0.166,Ocean
-38,-4,0.000,0.934,0.145,Ocean
-38,-3,0.026,0.963,0.150,Ocean
-38,-2,0.041,0.985,0.180,Ocean
-38,-1,0.019,1.000,0.232,Ocean
-38,0,0.027,1.000,0.293,Ocean
-38,1,0.327,0.982,0.359,Ocean
-38,2,0.528,0.953,0.424,Ocean
-38,3,0.668,0.928,0.485,Ocean
-38,4,0.597,0.911,0.534,Ocean
-38,5,0.642,0.902,0.566,Ocean
-38,6,0.813,0.898,0.577,Ocean
-38,7,0.000,0.896,0.568,Ocean
-38,8,0.014,0.894,0.541,Ocean
-38,9,0.449,0.885,0.501,Ocean
-38,10,0.430,0.866,0.457,Ocean
-38,11,0.507,0.833,0.415,Ocean
-38,12,0.655,0.787,0.383,Ocean
-38,13,0.773,0.729,0.364,Ocean
-38,14,0.167,0.667,0.359,Ocean
-38,15,0.975,0.608,0.368,Ocean
-38,16,0.517,0.560,0.383,Ocean
-38,17,0.803,0.528,0.399,Ocean
-38,18,0.138,0.513,0.414,Ocean
-38,19,0.713,0.512,0.432,Ocean
-38,20,0.893,0.519,0.455,Ocean
-38,21,1.090,0.528,0.486,Ocean
-38,22,1.340,0.538,0.525,Ocean
-38,23,1.513,0.521,0.572,Coast
-38,24,1.686,0.485,0.624,Forest
-38,25,0.393,0.547,0.674,Ocean
-38,26,1.576,0.494,0.716,Coast
-38,27,1.736,0.438,0.745,Forest
-38,28,1.581,0.451,0.755,Coast
-38,29,1.460,0.455,0.745,Coast
-38,30,1.555,0.412,0.716,Coast
-38,31,1.222,0.432,0.673,Ocean
-38,32,1.361,0.423,0.619,Ocean
-38,33,0.339,0.419,0.561,Ocean
-38,34,1.485,0.400,0.499,Coast
-38,35,0.002,0.421,0.436,Ocean
-38,36,0.603,0.418,0.378,Ocean
-38,37,0.402,0.409,0.330,Ocean
-38,38,0.000,0.394,0.295,Ocean
-38,39,0.191,0.375,0.275,Ocean
-38,40,0.109,0.352,0.269,Ocean
-38,41,0.059,0.325,0.275,Ocean
-38,42,0.035,0.294,0.287,Ocean
-38,43,0.022,0.258,0.302,Ocean
-38,44,1.650,0.215,0.316,IceCap
-38,45,1.650,0.169,0.327,IceCap
-38,46,1.650,0.121,0.331,IceCap
-38,47,1.650,0.075,0.326,IceCap
-38,48,1.650,0.032,0.313,IceCap
-38,49,1.650,0.000,0.292,IceCap
-38,50,1.650,0.000,0.269,IceCap
-37,-13,0.000,0.769,0.580,Ocean
-37,-12,0.000,0.781,0.564,Ocean
-37,-11,0.000,0.790,0.529,Ocean
-37,-10,0.000,0.797,0.476,Ocean
-37,-9,0.000,0.803,0.410,Ocean
-37,-8,0.000,0.814,0.338,Ocean
-37,-7,0.003,0.831,0.268,Ocean
-37,-6,0.006,0.857,0.209,Ocean
-37,-5,0.002,0.891,0.169,Ocean
-37,-4,0.026,0.927,0.153,Ocean
-37,-3,0.050,0.959,0.165,Ocean
-37,-2,0.036,0.985,0.203,Ocean
-37,-1,0.171,1.000,0.262,Ocean
-37,0,0.083,1.000,0.329,Ocean
-37,1,0.650,0.993,0.397,Ocean
-37,2,0.000,0.969,0.462,Ocean
-37,3,0.760,0.949,0.517,Ocean
-37,4,0.812,0.936,0.555,Ocean
-37,5,0.717,0.926,0.573,Ocean
-37,6,0.871,0.918,0.569,Ocean
-37,7,0.772,0.910,0.545,Ocean
-37,8,0.733,0.897,0.506,Ocean
-37,9,0.355,0.878,0.458,Ocean
-37,10,0.637,0.847,0.409,Ocean
-37,11,0.785,0.803,0.365,Ocean
-37,12,1.167,0.747,0.331,Ocean
-37,13,1.318,0.684,0.309,Ocean
-37,14,1.305,0.623,0.301,Ocean
-37,15,1.298,0.570,0.304,Ocean
-37,16,0.923,0.533,0.315,Ocean
-37,17,0.704,0.514,0.327,Ocean
-37,18,0.638,0.511,0.342,Ocean
-37,19,0.000,0.521,0.363,Ocean
-37,20,0.926,0.535,0.395,Ocean
-37,21,1.441,0.540,0.439,Coast
-37,22,0.522,0.561,0.495,Ocean
-37,23,1.649,0.514,0.558,Forest
-37,24,1.215,0.576,0.624,Ocean
-37,25,0.427,0.573,0.683,Ocean
-37,26,2.077,0.405,0.729,Forest
-37,27,1.664,0.481,0.754,Forest
-37,28,1.459,0.503,0.757,Coast
-37,29,1.480,0.473,0.735,Coast
-37,30,1.605,0.419,0.695,Coast
-37,31,1.914,0.328,0.640,Taiga
-37,32,0.421,0.433,0.580,Ocean
-37,33,0.183,0.424,0.518,Ocean
-37,34,0.087,0.418,0.455,Ocean
-37,35,0.121,0.412,0.394,Ocean
-37,36,0.818,0.403,0.341,Ocean
-37,37,0.152,0.390,0.298,Ocean
-37,38,0.377,0.375,0.268,Ocean
-37,39,0.219,0.359,0.251,Ocean
-37,40,0.130,0.341,0.245,Ocean
-37,41,0.050,0.319,0.247,Ocean
-37,42,0.051,0.291,0.255,Ocean
-37,43,0.033,0.256,0.266,Ocean
-37,44,1.650,0.213,0.279,IceCap
-37,45,1.650,0.167,0.289,IceCap
-37,46,1.650,0.119,0.293,IceCap
-37,47,1.650,0.072,0.289,IceCap
-37,48,1.650,0.026,0.278,IceCap
-37,49,1.650,0.000,0.261,IceCap
-37,50,1.650,0.000,0.241,IceCap
-36,-14,0.000,0.758,0.592,Ocean
-36,-13,0.000,0.769,0.599,Ocean
-36,-12,0.000,0.776,0.584,Ocean
-36,-11,0.000,0.779,0.547,Ocean
-36,-10,0.001,0.781,0.491,Ocean
-36,-9,0.002,0.786,0.422,Ocean
-36,-8,0.005,0.797,0.349,Ocean
-36,-7,0.010,0.818,0.279,Ocean
-36,-6,0.011,0.849,0.222,Ocean
-36,-5,0.004,0.886,0.186,Ocean
-36,-4,0.051,0.925,0.176,Ocean
-36,-3,0.020,0.960,0.195,Ocean
-36,-2,0.152,0.987,0.239,Ocean
-36,-1,0.264,1.000,0.301,Ocean
-36,0,0.660,1.000,0.371,Ocean
-36,1,0.829,1.000,0.439,Ocean
-36,2,0.894,0.988,0.500,Ocean
-36,3,1.073,0.973,0.546,Ocean
-36,4,1.299,0.960,0.572,Ocean
-36,5,0.634,0.947,0.576,Ocean
-36,6,0.149,0.933,0.558,Ocean
-36,7,0.946,0.915,0.522,Ocean
-36,8,0.871,0.892,0.474,Ocean
-36,9,0.932,0.863,0.420,Ocean
-36,10,1.021,0.822,0.366,Ocean
-36,11,1.210,0.770,0.317,Ocean
-36,12,1.425,0.703,0.277,Coast
-36,13,1.538,0.615,0.248,Coast
-36,14,1.552,0.555,0.234,Coast
-36,15,1.271,0.547,0.233,Ocean
-36,16,0.906,0.522,0.241,Ocean
-36,17,0.719,0.516,0.253,Ocean
-36,18,0.699,0.524,0.271,Ocean
-36,19,0.843,0.540,0.301,Ocean
-36,20,1.309,0.558,0.346,Ocean
-36,21,0.266,0.573,0.406,Ocean
-36,22,0.815,0.587,0.478,Ocean
-36,23,1.661,0.539,0.556,Forest
-36,24,1.746,0.525,0.632,Forest
-36,25,0.422,0.600,0.696,Ocean
-36,26,2.069,0.431,0.741,Forest
-36,27,1.782,0.474,0.760,Forest
-36,28,1.614,0.483,0.752,Coast
-36,29,1.636,0.447,0.719,Coast
-36,30,1.883,0.361,0.668,Forest
-36,31,1.906,0.331,0.607,Taiga
-36,32,0.158,0.429,0.544,Ocean
-36,33,2.077,0.258,0.482,Tundra
-36,34,1.349,0.403,0.422,Ocean
-36,35,1.852,0.286,0.367,Tundra
-36,36,1.397,0.377,0.319,Ocean
-36,37,0.000,0.363,0.281,Ocean
-36,38,0.429,0.350,0.254,Ocean
-36,39,0.268,0.339,0.235,Ocean
-36,40,0.171,0.326,0.225,Ocean
-36,41,0.000,0.308,0.224,Ocean
-36,42,0.073,0.282,0.231,Ocean
-36,43,1.650,0.249,0.243,IceCap
-36,44,1.650,0.208,0.255,IceCap
-36,45,1.650,0.161,0.265,IceCap
-36,46,1.650,0.112,0.270,IceCap
-36,47,1.650,0.062,0.268,IceCap
-36,48,1.650,0.013,0.259,IceCap
-36,49,1.650,0.000,0.245,IceCap
-36,50,1.650,0.000,0.229,IceCap
-35,-15,0.000,0.745,0.591,Ocean
-35,-14,0.000,0.757,0.622,Ocean
-35,-13,0.000,0.764,0.630,Ocean
-35,-12,0.000,0.767,0.613,Ocean
-35,-11,0.002,0.767,0.573,Ocean
-35,-10,0.006,0.768,0.514,Ocean
-35,-9,0.012,0.774,0.442,Ocean
-35,-8,0.017,0.789,0.368,Ocean
-35,-7,0.001,0.813,0.299,Ocean
-35,-6,0.025,0.847,0.245,Ocean
-35,-5,0.007,0.886,0.214,Ocean
-35,-4,0.092,0.925,0.210,Ocean
-35,-3,0.166,0.960,0.233,Ocean
-35,-2,0.202,0.990,0.281,Ocean
-35,-1,0.609,1.000,0.345,Ocean
-35,0,1.110,1.000,0.413,Ocean
-35,1,0.629,1.000,0.478,Ocean
-35,2,1.304,1.000,0.531,Ocean
-35,3,1.508,0.971,0.566,Coast
-35,4,1.261,0.981,0.580,Ocean
-35,5,1.245,0.963,0.572,Ocean
-35,6,1.310,0.940,0.543,Ocean
-35,7,0.613,0.913,0.499,Ocean
-35,8,0.007,0.880,0.444,Ocean
-35,9,0.526,0.842,0.384,Ocean
-35,10,1.515,0.768,0.322,Coast
-35,11,1.595,0.694,0.263,Coast
-35,12,1.690,0.611,0.214,Grassland
-35,13,1.813,0.525,0.179,Grassland
-35,14,1.649,0.516,0.160,Grassland
-35,15,1.353,0.542,0.158,Ocean
-35,16,1.011,0.528,0.168,Ocean
-35,17,0.849,0.530,0.184,Ocean
-35,18,0.144,0.543,0.210,Ocean
-35,19,1.113,0.563,0.253,Ocean
-35,20,1.503,0.560,0.314,Coast
-35,21,0.370,0.602,0.391,Ocean
-35,22,1.753,0.536,0.479,Forest
-35,23,1.751,0.548,0.569,Forest
-35,24,1.729,0.555,0.651,Forest
-35,25,1.716,0.549,0.715,Forest
-35,26,0.511,0.601,0.753,Ocean
-35,27,1.759,0.488,0.763,Forest
-35,28,0.104,0.535,0.744,Ocean
-35,29,2.003,0.359,0.701,Forest
-35,30,1.926,0.342,0.643,Taiga
-35,31,1.882,0.323,0.579,Taiga
-35,32,0.413,0.411,0.516,Ocean
-35,33,1.815,0.296,0.459,Tundra
-35,34,1.675,0.313,0.405,Tundra
-35,35,0.002,0.361,0.355,Ocean
-35,36,0.970,0.346,0.311,Ocean
-35,37,0.864,0.334,0.274,Ocean
-35,38,0.578,0.325,0.245,Ocean
-35,39,0.000,0.318,0.225,Ocean
-35,40,0.001,0.309,0.216,Ocean
-35,41,0.177,0.294,0.216,Ocean
-35,42,0.136,0.271,0.225,Ocean
-35,43,1.650,0.238,0.237,IceCap
-35,44,1.650,0.196,0.250,IceCap
-35,45,1.650,0.148,0.261,IceCap
-35,46,1.650,0.097,0.266,IceCap
-35,47,1.650,0.046,0.265,IceCap
-35,48,1.650,0.000,0.259,IceCap
-35,49,1.650,0.000,0.248,IceCap
-35,50,1.650,0.000,0.235,IceCap
-34,-16,0.000,0.725,0.576,Ocean
-34,-15,0.000,0.741,0.628,Ocean
-34,-14,0.000,0.752,0.660,Ocean
-34,-13,0.000,0.757,0.666,Ocean
-34,-12,0.004,0.758,0.646,Ocean
-34,-11,0.013,0.758,0.602,Ocean
-34,-10,0.000,0.761,0.540,Ocean
-34,-9,0.038,0.770,0.466,Ocean
-34,-8,0.039,0.787,0.392,Ocean
-34,-7,0.043,0.813,0.325,Ocean
-34,-6,0.004,0.847,0.276,Ocean
-34,-5,0.014,0.886,0.249,Ocean
-34,-4,0.190,0.925,0.249,Ocean
-34,-3,0.372,0.962,0.275,Ocean
-34,-2,0.275,0.994,0.323,Ocean
-34,-1,1.383,1.000,0.384,Ocean
-34,0,0.884,1.000,0.449,Ocean
-34,1,1.534,0.969,0.507,Coast
-34,2,1.820,0.903,0.551,Savanna
-34,3,1.334,1.000,0.576,Ocean
-34,4,1.486,0.978,0.580,Coast
-34,5,1.652,0.915,0.562,Savanna
-34,6,1.732,0.864,0.526,Savanna
-34,7,1.770,0.819,0.475,Savanna
-34,8,1.996,0.727,0.411,Savanna
-34,9,1.911,0.703,0.340,Desert
-34,10,1.873,0.662,0.267,Desert
-34,11,0.296,0.716,0.200,Ocean
-34,12,0.033,0.660,0.145,Ocean
-34,13,2.073,0.455,0.106,Grassland
-34,14,1.718,0.499,0.087,Grassland
-34,15,0.233,0.550,0.089,Ocean
-34,16,1.213,0.542,0.105,Ocean
-34,17,1.038,0.549,0.131,Ocean
-34,18,0.010,0.567,0.170,Ocean
-34,19,1.442,0.581,0.228,Coast
-34,20,0.710,0.615,0.305,Ocean
-34,21,1.781,0.546,0.397,Grassland
-34,22,0.098,0.648,0.497,Ocean
-34,23,1.814,0.559,0.594,Forest
-34,24,1.702,0.580,0.677,Forest
-34,25,1.601,0.586,0.737,Coast
-34,26,1.537,0.572,0.767,Coast
-34,27,1.547,0.531,0.765,Coast
-34,28,0.462,0.523,0.736,Ocean
-34,29,1.754,0.398,0.685,Forest
-34,30,1.987,0.306,0.624,Taiga
-34,31,2.313,0.198,0.560,Taiga
-34,32,0.445,0.383,0.501,Ocean
-34,33,1.771,0.276,0.449,Tundra
-34,34,1.690,0.278,0.400,Tundra
-34,35,0.002,0.330,0.353,Ocean
-34,36,1.464,0.302,0.309,Coast
-34,37,1.056,0.307,0.273,Ocean
-34,38,0.931,0.302,0.246,Ocean
-34,39,0.452,0.298,0.231,Ocean
-34,40,0.449,0.291,0.225,Ocean
-34,41,0.332,0.276,0.229,Ocean
-34,42,0.189,0.253,0.240,Ocean
-34,43,1.650,0.219,0.253,IceCap
-34,44,1.650,0.177,0.267,IceCap
-34,45,1.650,0.129,0.277,IceCap
-34,46,1.650,0.079,0.282,IceCap
-34,47,1.650,0.028,0.282,IceCap
-34,48,1.650,0.000,0.277,IceCap
-34,49,1.650,0.000,0.268,IceCap
-34,50,1.650,0.000,0.256,IceCap
-33,-17,0.000,0.695,0.552,Ocean
-33,-16,0.000,0.717,0.618,Ocean
-33,-15,0.000,0.734,0.670,Ocean
-33,-14,0.002,0.746,0.700,Ocean
-33,-13,0.011,0.751,0.703,Ocean
-33,-12,0.029,0.753,0.678,Ocean
-33,-11,0.057,0.755,0.630,Ocean
-33,-10,0.084,0.759,0.564,Ocean
-33,-9,0.000,0.769,0.490,Ocean
-33,-8,0.073,0.787,0.417,Ocean
-33,-7,0.079,0.813,0.354,Ocean
-33,-6,0.114,0.847,0.308,Ocean
-33,-5,0.030,0.886,0.285,Ocean
-33,-4,0.463,0.926,0.287,Ocean
-33,-3,0.858,0.963,0.313,Ocean
-33,-2,1.270,0.998,0.358,Ocean
-33,-1,1.780,0.912,0.415,Savanna
-33,0,2.016,0.858,0.473,Savanna
-33,1,2.119,0.834,0.523,Savanna
-33,2,1.551,0.965,0.559,Coast
-33,3,1.689,0.933,0.576,Savanna
-33,4,1.900,0.885,0.573,Savanna
-33,5,1.807,0.882,0.550,Savanna
-33,6,2.078,0.780,0.506,Savanna
-33,7,2.190,0.711,0.444,Savanna
-33,8,0.574,0.849,0.368,Ocean
-33,9,2.329,0.590,0.287,Grassland
-33,10,1.234,0.755,0.205,Ocean
-33,11,1.592,0.660,0.132,Coast
-33,12,2.242,0.460,0.075,Grassland
-33,13,2.239,0.419,0.038,Grassland
-33,14,1.765,0.496,0.026,Grassland
-33,15,0.279,0.562,0.036,Ocean
-33,16,0.939,0.560,0.064,Ocean
-33,17,1.287,0.572,0.102,Ocean
-33,18,1.456,0.583,0.156,Coast
-33,19,1.768,0.539,0.229,Grassland
-33,20,0.033,0.648,0.321,Ocean
-33,21,2.231,0.472,0.426,Grassland
-33,22,2.207,0.485,0.533,Forest
-33,23,1.884,0.558,0.632,Forest
-33,24,1.710,0.585,0.711,Forest
-33,25,0.002,0.629,0.762,Ocean
-33,26,1.528,0.561,0.781,Coast
-33,27,1.564,0.507,0.769,Coast
-33,28,0.492,0.496,0.732,Ocean
-33,29,1.945,0.324,0.676,Taiga
-33,30,2.111,0.245,0.614,Taiga
-33,31,2.055,0.225,0.552,Taiga
-33,32,2.020,0.207,0.497,Tundra
-33,33,1.948,0.204,0.448,Tundra
-33,34,1.883,0.204,0.401,Tundra
-33,35,1.987,0.167,0.356,Tundra
-33,36,0.042,0.291,0.318,Ocean
-33,37,1.005,0.284,0.288,Ocean
-33,38,0.000,0.280,0.267,Ocean
-33,39,0.573,0.275,0.257,Ocean
-33,40,0.463,0.267,0.257,Ocean
-33,41,0.486,0.251,0.264,Ocean
-33,42,1.650,0.227,0.277,IceCap
-33,43,1.650,0.194,0.291,IceCap
-33,44,1.650,0.154,0.304,IceCap
-33,45,1.650,0.108,0.313,IceCap
-33,46,1.650,0.060,0.318,IceCap
-33,47,1.650,0.011,0.317,IceCap
-33,48,1.650,0.000,0.311,IceCap
-33,49,1.650,0.000,0.302,IceCap
-33,50,1.650,0.000,0.289,IceCap
-32,-18,0.000,0.655,0.525,Ocean
-32,-17,0.000,0.683,0.595,Ocean
-32,-16,0.000,0.709,0.661,Ocean
-32,-15,0.004,0.728,0.710,Ocean
-32,-14,0.019,0.741,0.736,Ocean
-32,-13,0.000,0.749,0.733,Ocean
-32,-12,0.032,0.752,0.704,Ocean
-32,-11,0.090,0.755,0.651,Ocean
-32,-10,0.000,0.759,0.584,Ocean
-32,-9,0.137,0.768,0.510,Ocean
-32,-8,0.124,0.786,0.439,Ocean
-32,-7,0.000,0.812,0.379,Ocean
-32,-6,0.235,0.847,0.337,Ocean
-32,-5,0.356,0.886,0.316,Ocean
-32,-4,1.040,0.926,0.318,Ocean
-32,-3,1.330,0.965,0.341,Ocean
-32,-2,1.641,0.944,0.381,Savanna
-32,-1,1.131,1.000,0.432,Ocean
-32,0,0.018,1.000,0.483,Ocean
-32,1,1.439,0.991,0.528,Coast
-32,2,1.982,0.866,0.559,Savanna
-32,3,2.082,0.843,0.572,Savanna
-32,4,0.013,1.000,0.563,Ocean
-32,5,0.132,0.975,0.530,Ocean
-32,6,2.588,0.655,0.474,Savanna
-32,7,2.418,0.648,0.401,Grassland
-32,8,2.882,0.496,0.316,Mountain
-32,9,2.630,0.511,0.226,Mountain
-32,10,0.000,0.749,0.141,Ocean
-32,11,0.820,0.703,0.068,Ocean
-32,12,0.003,0.657,0.014,Ocean
-32,13,2.092,0.458,0.000,Grassland
-32,14,1.820,0.492,0.000,Grassland
-32,15,0.275,0.577,0.006,Ocean
-32,16,1.508,0.557,0.048,Coast
-32,17,0.050,0.601,0.101,Ocean
-32,18,1.967,0.498,0.169,Grassland
-32,19,1.969,0.525,0.257,Grassland
-32,20,2.134,0.508,0.361,Grassland
-32,21,2.536,0.424,0.472,Forest
-32,22,2.235,0.491,0.582,Forest
-32,23,2.215,0.484,0.677,Forest
-32,24,2.086,0.489,0.748,Forest
-32,25,1.853,0.506,0.788,Forest
-32,26,1.698,0.496,0.797,Forest
-32,27,1.702,0.443,0.776,Forest
-32,28,0.589,0.462,0.733,Ocean
-32,29,2.086,0.256,0.675,Taiga
-32,30,2.073,0.219,0.612,Taiga
-32,31,0.443,0.343,0.552,Ocean
-32,32,2.636,0.035,0.498,IceCap
-32,33,2.469,0.056,0.452,Tundra
-32,34,2.097,0.129,0.411,Tundra
-32,35,0.600,0.278,0.374,Ocean
-32,36,1.557,0.231,0.343,Tundra
-32,37,1.564,0.221,0.321,Tundra
-32,38,0.952,0.252,0.308,Ocean
-32,39,1.650,0.245,0.304,IceCap
-32,40,1.650,0.236,0.308,IceCap
-32,41,1.650,0.220,0.318,IceCap
-32,42,1.650,0.198,0.332,IceCap
-32,43,1.650,0.168,0.346,IceCap
-32,44,1.650,0.131,0.358,IceCap
-32,45,1.650,0.089,0.366,IceCap
-32,46,1.650,0.045,0.368,IceCap
-32,47,1.650,0.001,0.365,IceCap
-32,48,1.650,0.000,0.357,IceCap
-32,49,1.650,0.000,0.345,IceCap
-32,50,1.650,0.000,0.329,IceCap
-31,-19,0.000,0.611,0.502,Ocean
-31,-18,0.000,0.642,0.568,Ocean
-31,-17,0.001,0.674,0.636,Ocean
-31,-16,0.000,0.704,0.698,Ocean
-31,-15,0.021,0.726,0.742,Ocean
-31,-14,0.081,0.740,0.761,Ocean
-31,-13,0.102,0.748,0.753,Ocean
-31,-12,0.135,0.751,0.718,Ocean
-31,-11,0.193,0.753,0.663,Ocean
-31,-10,0.235,0.756,0.595,Ocean
-31,-9,0.204,0.765,0.523,Ocean
-31,-8,0.006,0.783,0.455,Ocean
-31,-7,0.266,0.811,0.398,Ocean
-31,-6,0.477,0.846,0.358,Ocean
-31,-5,0.935,0.886,0.337,Ocean
-31,-4,1.438,0.917,0.338,Coast
-31,-3,1.742,0.888,0.357,Savanna
-31,-2,2.089,0.841,0.391,Savanna
-31,-1,2.365,0.777,0.436,Savanna
-31,0,2.626,0.717,0.485,Mountain
-31,1,2.548,0.735,0.527,Savanna
-31,2,2.376,0.775,0.554,Savanna
-31,3,2.487,0.749,0.560,Savanna
-31,4,2.614,0.720,0.541,Mountain
-31,5,2.818,0.644,0.497,Mountain
-31,6,2.274,0.722,0.432,Savanna
-31,7,2.444,0.636,0.350,Grassland
-31,8,3.008,0.462,0.259,Mountain
-31,9,2.717,0.489,0.167,Mountain
-31,10,0.641,0.749,0.084,Ocean
-31,11,2.851,0.369,0.017,IceCap
-31,12,2.486,0.408,0.000,Grassland
-31,13,0.988,0.622,0.000,Ocean
-31,14,1.727,0.525,0.000,Grassland
-31,15,0.279,0.595,0.005,Ocean
-31,16,1.653,0.549,0.061,Grassland
-31,17,1.989,0.495,0.128,Grassland
-31,18,2.147,0.487,0.209,Grassland
-31,19,0.006,0.683,0.308,Ocean
-31,20,2.597,0.419,0.418,Grassland
-31,21,0.194,0.694,0.731,Ocean
-31,22,2.749,0.370,0.637,IceCap
-31,23,2.187,0.477,0.724,Forest
-31,24,1.875,0.515,0.785,Forest
-31,25,0.155,0.581,0.815,Ocean
-31,26,1.773,0.444,0.814,Forest
-31,27,1.906,0.359,0.787,Forest
-31,28,2.032,0.279,0.739,Taiga
-31,29,0.418,0.380,0.679,Ocean
-31,30,0.832,0.343,0.615,Ocean
-31,31,2.649,0.027,0.556,IceCap
-31,32,2.246,0.099,0.507,Taiga
-31,33,2.594,0.003,0.468,Tundra
-31,34,2.118,0.100,0.435,Tundra
-31,35,2.015,0.111,0.407,Tundra
-31,36,1.733,0.162,0.386,Tundra
-31,37,1.758,0.144,0.372,Tundra
-31,38,1.650,0.218,0.365,IceCap
-31,39,1.650,0.211,0.367,IceCap
-31,40,1.650,0.202,0.375,IceCap
-31,41,1.650,0.189,0.387,IceCap
-31,42,1.650,0.170,0.401,IceCap
-31,43,1.650,0.145,0.414,IceCap
-31,44,1.650,0.113,0.424,IceCap
-31,45,1.650,0.077,0.429,IceCap
-31,46,1.650,0.039,0.427,IceCap
-31,47,1.650,0.000,0.420,IceCap
-31,48,1.650,0.000,0.408,IceCap
-31,49,1.650,0.000,0.390,IceCap
-31,50,1.650,0.000,0.369,IceCap
-30,-20,0.000,0.568,0.484,Ocean
-30,-19,0.000,0.598,0.542,Ocean
-30,-18,0.001,0.634,0.605,Ocean
-30,-17,0.010,0.671,0.668,Ocean
-30,-16,0.034,0.702,0.724,Ocean
-30,-15,0.084,0.726,0.761,Ocean
-30,-14,0.134,0.740,0.773,Ocean
-30,-13,0.256,0.746,0.758,Ocean
-30,-12,0.224,0.747,0.720,Ocean
-30,-11,0.319,0.747,0.663,Ocean
-30,-10,0.353,0.749,0.596,Ocean
-30,-9,0.285,0.759,0.526,Ocean
-30,-8,0.324,0.779,0.460,Ocean
-30,-7,0.451,0.809,0.406,Ocean
-30,-6,0.783,0.846,0.367,Ocean
-30,-5,1.420,0.881,0.346,Coast
-30,-4,2.005,0.787,0.344,Desert
-30,-3,2.611,0.689,0.360,Mountain
-30,-2,0.070,1.000,0.392,Ocean
-30,-1,3.296,0.562,0.436,Mountain
-30,0,3.036,0.622,0.481,Mountain
-30,1,2.491,0.748,0.518,Savanna
-30,2,3.047,0.620,0.537,Mountain
-30,3,2.895,0.655,0.534,Mountain
-30,4,2.910,0.652,0.506,Mountain
-30,5,2.603,0.691,0.455,Mountain
-30,6,2.308,0.711,0.383,Savanna
-30,7,1.160,0.875,0.297,Ocean
-30,8,2.824,0.504,0.206,Mountain
-30,9,2.826,0.463,0.118,Mountain
-30,10,1.465,0.732,0.042,Coast
-30,11,2.894,0.356,0.000,IceCap
-30,12,1.424,0.653,0.000,Coast
-30,13,2.108,0.464,0.000,Grassland
-30,14,0.023,0.613,0.000,Ocean
-30,15,1.743,0.536,0.032,Grassland
-30,16,1.936,0.509,0.101,Grassland
-30,17,2.340,0.441,0.179,Grassland
-30,18,2.466,0.437,0.270,Grassland
-30,19,3.076,0.311,0.374,IceCap
-30,20,1.460,0.686,0.485,Coast
-30,21,2.680,0.392,0.595,IceCap
-30,22,2.879,0.323,0.693,IceCap
-30,23,2.219,0.445,0.771,Forest
-30,24,1.958,0.465,0.821,Forest
-30,25,0.495,0.545,0.841,Ocean
-30,26,1.930,0.371,0.833,Forest
-30,27,2.133,0.271,0.799,Taiga
-30,28,2.353,0.172,0.748,Taiga
-30,29,0.000,0.351,0.686,Ocean
-30,30,0.000,0.317,0.624,Ocean
-30,31,0.062,0.291,0.570,Ocean
-30,32,2.604,0.000,0.528,IceCap
